registration_id,student_id,section_id,term_id,school_id,program_id,course_code,section_number,registration_date,registration_status,credit_hours,grade_mode,student_type,residency_status,admit_school_id,admit_program_id,modality,capacity
REG000956,STU00105,SEC00281,2025FA,SCH11,PRG1103,1103-150,01,2025-07-30,Registered,3.0,Audit,Graduate,International,SCH11,PRG1103,In Person,42
REG000957,STU00105,SEC00210,2025SU,SCH11,PRG1103,1103-200,02,2025-04-21,Registered,3.0,Letter,Graduate,International,SCH11,PRG1103,Hybrid,29
REG000958,STU00105,SEC00209,2025SU,SCH11,PRG1103,1103-150,01,2025-04-09,Registered,3.0,Letter,Graduate,International,SCH11,PRG1103,Online,36
REG000959,STU00105,SEC00137,2025WI,SCH11,PRG1103,1103-150,01,2024-12-16,Registered,3.0,Pass Fail,Graduate,International,SCH11,PRG1103,In Person,37
REG000960,STU00105,SEC00138,2025WI,SCH11,PRG1103,1103-200,02,2024-12-16,Registered,3.0,Pass Fail,Graduate,International,SCH11,PRG1103,Online,24
REG000961,STU00105,SEC00426,2026SU,SCH11,PRG1103,1103-200,02,2026-04-22,Registered,3.0,Audit,Graduate,International,SCH11,PRG1103,Online,36
REG000962,STU00105,SEC00425,2026SU,SCH11,PRG1103,1103-150,01,2026-04-14,Registered,3.0,Letter,Graduate,International,SCH11,PRG1103,Online,26
REG000963,STU00106,SEC00068,2024FA,SCH12,PRG1201,1201-200,02,2024-08-11,Dropped,0.0,Pass Fail,Continuing,International,SCH12,PRG1201,Hybrid,24
REG000964,STU00106,SEC00067,2024FA,SCH12,PRG1201,1201-150,01,2024-07-27,Registered,3.0,Pass Fail,Continuing,International,SCH12,PRG1201,In Person,32
REG000965,STU00106,SEC00284,2025FA,SCH12,PRG1201,1201-200,02,2025-08-05,Dropped,0.0,Letter,Continuing,International,SCH12,PRG1201,Online,29
REG000966,STU00106,SEC00283,2025FA,SCH12,PRG1201,1201-150,01,2025-07-26,Registered,3.0,Pass Fail,Continuing,International,SCH12,PRG1201,Online,40
REG000967,STU00106,SEC00212,2025SU,SCH12,PRG1201,1201-200,02,2025-04-19,Dropped,0.0,Audit,Continuing,International,SCH12,PRG1201,In Person,30
REG000968,STU00106,SEC00211,2025SU,SCH12,PRG1201,1201-150,01,2025-04-30,Registered,3.0,Audit,Continuing,International,SCH12,PRG1201,Hybrid,36
REG000969,STU00106,SEC00139,2025WI,SCH12,PRG1201,1201-150,01,2024-12-22,Registered,3.0,Audit,Continuing,International,SCH12,PRG1201,Hybrid,42
REG000970,STU00106,SEC00140,2025WI,SCH12,PRG1201,1201-200,02,2024-12-19,Registered,3.0,Letter,Continuing,International,SCH12,PRG1201,Online,37
REG000971,STU00106,SEC00356,2026WI,SCH12,PRG1201,1201-200,02,2025-12-22,Withdrawn,3.0,Pass Fail,Continuing,International,SCH12,PRG1201,Hybrid,30
REG000972,STU00106,SEC00355,2026WI,SCH12,PRG1201,1201-150,01,2025-12-21,Registered,3.0,Audit,Continuing,International,SCH12,PRG1201,Online,25
REG000973,STU00107,SEC00070,2024FA,SCH12,PRG1202,1202-200,02,2024-07-26,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1202,Online,24
REG000974,STU00107,SEC00069,2024FA,SCH12,PRG1202,1202-150,01,2024-07-28,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1202,In Person,30
REG000975,STU00107,SEC00285,2025FA,SCH12,PRG1202,1202-150,01,2025-07-29,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1202,In Person,32
REG000976,STU00107,SEC00286,2025FA,SCH12,PRG1202,1202-200,02,2025-08-17,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1202,Online,28
REG000977,STU00107,SEC00213,2025SU,SCH12,PRG1202,1202-150,01,2025-05-01,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1202,Hybrid,34
REG000978,STU00107,SEC00214,2025SU,SCH12,PRG1202,1202-200,02,2025-04-12,Registered,3.0,Letter,Continuing,In State,SCH12,PRG1202,In Person,32
REG000979,STU00107,SEC00141,2025WI,SCH12,PRG1202,1202-150,01,2024-12-16,Registered,3.0,Pass Fail,Continuing,In State,SCH12,PRG1202,In Person,25
REG000980,STU00107,SEC00142,2025WI,SCH12,PRG1202,1202-200,02,2025-01-04,Registered,3.0,Audit,Continuing,In State,SCH12,PRG1202,Online,41
REG000981,STU00108,SEC00071,2024FA,SCH12,PRG1203,1203-150,01,2024-08-11,Registered,3.0,Audit,Transfer,In State,SCH12,PRG1203,In Person,26
REG000982,STU00108,SEC00072,2024FA,SCH12,PRG1203,1203-200,02,2024-07-30,Registered,3.0,Letter,Transfer,In State,SCH12,PRG1203,Hybrid,42
REG000983,STU00108,SEC00288,2025FA,SCH12,PRG1203,1203-200,02,2025-08-12,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1203,In Person,24
REG000984,STU00108,SEC00287,2025FA,SCH12,PRG1203,1203-150,01,2025-08-14,Registered,3.0,Audit,Transfer,In State,SCH12,PRG1203,In Person,30
REG000985,STU00108,SEC00216,2025SU,SCH12,PRG1203,1203-200,02,2025-05-04,Registered,3.0,Audit,Transfer,In State,SCH12,PRG1203,Hybrid,26
REG000986,STU00108,SEC00215,2025SU,SCH12,PRG1203,1203-150,01,2025-04-26,Dropped,0.0,Letter,Transfer,In State,SCH12,PRG1203,Online,28
REG000987,STU00108,SEC00143,2025WI,SCH12,PRG1203,1203-150,01,2025-01-04,Registered,3.0,Audit,Transfer,In State,SCH12,PRG1203,In Person,36
REG000988,STU00108,SEC00144,2025WI,SCH12,PRG1203,1203-200,02,2024-12-17,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1203,Online,28
REG000989,STU00108,SEC00431,2026SU,SCH12,PRG1203,1203-150,01,2026-04-15,Withdrawn,3.0,Pass Fail,Transfer,In State,SCH12,PRG1203,Online,37
REG000990,STU00108,SEC00432,2026SU,SCH12,PRG1203,1203-200,02,2026-04-15,Withdrawn,3.0,Letter,Transfer,In State,SCH12,PRG1203,Online,33
REG000991,STU00108,SEC00360,2026WI,SCH12,PRG1203,1203-200,02,2025-12-17,Withdrawn,3.0,Pass Fail,Transfer,In State,SCH12,PRG1203,Hybrid,28
REG000992,STU00108,SEC00359,2026WI,SCH12,PRG1203,1203-150,01,2025-12-30,Registered,3.0,Pass Fail,Transfer,In State,SCH12,PRG1203,Hybrid,41
REG000993,STU00109,SEC00001,2024FA,SCH01,PRG0101,0101-150,01,2024-08-05,Registered,3.0,Letter,First Time,Out of State,SCH01,PRG0101,Online,29
REG000994,STU00109,SEC00002,2024FA,SCH01,PRG0101,0101-200,02,2024-08-14,Registered,3.0,Audit,First Time,Out of State,SCH01,PRG0101,Online,28
REG000995,STU00109,SEC00218,2025FA,SCH01,PRG0101,0101-200,02,2025-08-11,Registered,3.0,Letter,First Time,Out of State,SCH01,PRG0101,Online,36
REG000996,STU00109,SEC00217,2025FA,SCH01,PRG0101,0101-150,01,2025-08-10,Dropped,0.0,Letter,First Time,Out of State,SCH01,PRG0101,In Person,41
REG000997,STU00109,SEC00146,2025SU,SCH01,PRG0101,0101-200,02,2025-04-09,Registered,3.0,Audit,First Time,Out of State,SCH01,PRG0101,Online,39
REG000998,STU00109,SEC00145,2025SU,SCH01,PRG0101,0101-150,01,2025-04-10,Registered,3.0,Letter,First Time,Out of State,SCH01,PRG0101,Hybrid,42
REG000999,STU00109,SEC00073,2025WI,SCH01,PRG0101,0101-150,01,2024-12-12,Registered,3.0,Audit,First Time,Out of State,SCH01,PRG0101,Online,30
REG001000,STU00109,SEC00074,2025WI,SCH01,PRG0101,0101-200,02,2024-12-09,Registered,3.0,Pass Fail,First Time,Out of State,SCH01,PRG0101,In Person,32
REG001001,STU00109,SEC00361,2026SU,SCH01,PRG0101,0101-150,01,2026-04-09,Registered,3.0,Pass Fail,First Time,Out of State,SCH01,PRG0101,In Person,29
REG001002,STU00109,SEC00362,2026SU,SCH01,PRG0101,0101-200,02,2026-05-03,Registered,3.0,Pass Fail,First Time,Out of State,SCH01,PRG0101,Online,26
REG001003,STU00109,SEC00290,2026WI,SCH01,PRG0101,0101-200,02,2025-12-17,Withdrawn,3.0,Audit,First Time,Out of State,SCH01,PRG0101,In Person,31
REG001004,STU00109,SEC00289,2026WI,SCH01,PRG0101,0101-150,01,2026-01-04,Registered,3.0,Letter,First Time,Out of State,SCH01,PRG0101,Online,33
REG001005,STU00110,SEC00003,2024FA,SCH01,PRG0102,0102-150,01,2024-08-10,Registered,3.0,Letter,Graduate,Out of State,SCH01,PRG0102,Hybrid,42
REG001006,STU00110,SEC00004,2024FA,SCH01,PRG0102,0102-200,02,2024-08-16,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,Hybrid,38
REG001007,STU00110,SEC00219,2025FA,SCH01,PRG0102,0102-150,01,2025-07-28,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,Online,38
REG001008,STU00110,SEC00220,2025FA,SCH01,PRG0102,0102-200,02,2025-08-06,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,Online,25
REG001009,STU00110,SEC00147,2025SU,SCH01,PRG0102,0102-150,01,2025-04-12,Registered,3.0,Letter,Graduate,Out of State,SCH01,PRG0102,In Person,36
REG001010,STU00110,SEC00148,2025SU,SCH01,PRG0102,0102-200,02,2025-04-29,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,Hybrid,26
REG001011,STU00110,SEC00075,2025WI,SCH01,PRG0102,0102-150,01,2025-01-03,Registered,3.0,Pass Fail,Graduate,Out of State,SCH01,PRG0102,Hybrid,25
REG001012,STU00110,SEC00076,2025WI,SCH01,PRG0102,0102-200,02,2024-12-24,Registered,3.0,Pass Fail,Graduate,Out of State,SCH01,PRG0102,Online,25
REG001013,STU00110,SEC00364,2026SU,SCH01,PRG0102,0102-200,02,2026-04-16,Registered,3.0,Pass Fail,Graduate,Out of State,SCH01,PRG0102,In Person,32
REG001014,STU00110,SEC00363,2026SU,SCH01,PRG0102,0102-150,01,2026-04-29,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,Hybrid,25
REG001015,STU00110,SEC00292,2026WI,SCH01,PRG0102,0102-200,02,2026-01-03,Registered,3.0,Audit,Graduate,Out of State,SCH01,PRG0102,In Person,34
REG001016,STU00110,SEC00291,2026WI,SCH01,PRG0102,0102-150,01,2025-12-27,Withdrawn,3.0,Pass Fail,Graduate,Out of State,SCH01,PRG0102,In Person,31
REG001017,STU00111,SEC00006,2024FA,SCH01,PRG0103,0103-200,02,2024-07-27,Registered,3.0,Audit,First Time,International,SCH01,PRG0103,Online,35
REG001018,STU00111,SEC00005,2024FA,SCH01,PRG0103,0103-150,01,2024-07-26,Withdrawn,3.0,Pass Fail,First Time,International,SCH01,PRG0103,In Person,39
REG001019,STU00111,SEC00222,2025FA,SCH01,PRG0103,0103-200,02,2025-08-09,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0103,Online,38
REG001020,STU00111,SEC00221,2025FA,SCH01,PRG0103,0103-150,01,2025-07-30,Registered,3.0,Pass Fail,First Time,International,SCH01,PRG0103,Online,27
REG001021,STU00111,SEC00149,2025SU,SCH01,PRG0103,0103-150,01,2025-04-27,Registered,3.0,Letter,First Time,International,SCH01,PRG0103,Online,25
REG001022,STU00111,SEC00150,2025SU,SCH01,PRG0103,0103-200,02,2025-05-04,Registered,3.0,Letter,First Time,International,SCH01,PRG0103,Online,40
REG001023,STU00111,SEC00077,2025WI,SCH01,PRG0103,0103-150,01,2024-12-19,Registered,3.0,Letter,First Time,International,SCH01,PRG0103,In Person,40
REG001024,STU00111,SEC00078,2025WI,SCH01,PRG0103,0103-200,02,2024-12-14,Registered,3.0,Letter,First Time,International,SCH01,PRG0103,Online,35
REG001025,STU00112,SEC00007,2024FA,SCH02,PRG0201,0201-150,01,2024-07-22,Withdrawn,3.0,Pass Fail,Graduate,International,SCH02,PRG0201,Online,26
REG001026,STU00112,SEC00008,2024FA,SCH02,PRG0201,0201-200,02,2024-07-31,Registered,3.0,Pass Fail,Graduate,International,SCH02,PRG0201,In Person,25
REG001027,STU00112,SEC00152,2025SU,SCH02,PRG0201,0201-200,02,2025-04-13,Registered,3.0,Audit,Graduate,International,SCH02,PRG0201,Hybrid,27
REG001028,STU00112,SEC00151,2025SU,SCH02,PRG0201,0201-150,01,2025-04-13,Registered,3.0,Audit,Graduate,International,SCH02,PRG0201,Hybrid,30
REG001029,STU00112,SEC00079,2025WI,SCH02,PRG0201,0201-150,01,2024-12-25,Withdrawn,3.0,Audit,Graduate,International,SCH02,PRG0201,Online,26
REG001030,STU00112,SEC00080,2025WI,SCH02,PRG0201,0201-200,02,2024-12-29,Registered,3.0,Pass Fail,Graduate,International,SCH02,PRG0201,Hybrid,32
REG001031,STU00112,SEC00367,2026SU,SCH02,PRG0201,0201-150,01,2026-04-19,Registered,3.0,Pass Fail,Graduate,International,SCH02,PRG0201,Online,26
REG001032,STU00112,SEC00368,2026SU,SCH02,PRG0201,0201-200,02,2026-04-20,Registered,3.0,Audit,Graduate,International,SCH02,PRG0201,Online,33
REG001033,STU00113,SEC00010,2024FA,SCH02,PRG0202,0202-200,02,2024-07-31,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0202,Hybrid,37
REG001034,STU00113,SEC00009,2024FA,SCH02,PRG0202,0202-150,01,2024-08-06,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0202,In Person,29
REG001035,STU00113,SEC00225,2025FA,SCH02,PRG0202,0202-150,01,2025-07-22,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0202,Hybrid,39
REG001036,STU00113,SEC00226,2025FA,SCH02,PRG0202,0202-200,02,2025-08-14,Dropped,0.0,Letter,Graduate,In State,SCH02,PRG0202,In Person,31
REG001037,STU00113,SEC00154,2025SU,SCH02,PRG0202,0202-200,02,2025-05-03,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0202,Online,35
REG001038,STU00113,SEC00153,2025SU,SCH02,PRG0202,0202-150,01,2025-05-03,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0202,Hybrid,29
REG001039,STU00113,SEC00082,2025WI,SCH02,PRG0202,0202-200,02,2024-12-22,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0202,In Person,42
REG001040,STU00113,SEC00081,2025WI,SCH02,PRG0202,0202-150,01,2024-12-18,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0202,Hybrid,31
REG001041,STU00113,SEC00370,2026SU,SCH02,PRG0202,0202-200,02,2026-04-30,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0202,Hybrid,40
REG001042,STU00113,SEC00369,2026SU,SCH02,PRG0202,0202-150,01,2026-04-29,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0202,Online,41
REG001043,STU00113,SEC00298,2026WI,SCH02,PRG0202,0202-200,02,2025-12-12,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0202,In Person,39
REG001044,STU00113,SEC00297,2026WI,SCH02,PRG0202,0202-150,01,2025-12-18,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0202,In Person,24
REG001045,STU00114,SEC00011,2024FA,SCH02,PRG0203,0203-150,01,2024-07-28,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0203,Online,38
REG001046,STU00114,SEC00012,2024FA,SCH02,PRG0203,0203-200,02,2024-07-31,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0203,Hybrid,26
REG001047,STU00114,SEC00228,2025FA,SCH02,PRG0203,0203-200,02,2025-08-16,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0203,Online,35
REG001048,STU00114,SEC00227,2025FA,SCH02,PRG0203,0203-150,01,2025-08-17,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0203,Online,25
REG001049,STU00114,SEC00084,2025WI,SCH02,PRG0203,0203-200,02,2024-12-28,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0203,Online,28
REG001050,STU00114,SEC00083,2025WI,SCH02,PRG0203,0203-150,01,2024-12-23,Registered,3.0,Pass Fail,Graduate,In State,SCH02,PRG0203,Online,41
REG001051,STU00114,SEC00371,2026SU,SCH02,PRG0203,0203-150,01,2026-04-06,Registered,3.0,Letter,Graduate,In State,SCH02,PRG0203,Hybrid,34
REG001052,STU00114,SEC00372,2026SU,SCH02,PRG0203,0203-200,02,2026-04-29,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0203,Hybrid,37
REG001053,STU00114,SEC00299,2026WI,SCH02,PRG0203,0203-150,01,2025-12-08,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0203,Hybrid,26
REG001054,STU00114,SEC00300,2026WI,SCH02,PRG0203,0203-200,02,2025-12-16,Registered,3.0,Audit,Graduate,In State,SCH02,PRG0203,Hybrid,35
REG001055,STU00115,SEC00014,2024FA,SCH03,PRG0301,0301-200,02,2024-08-06,Registered,3.0,Pass Fail,Graduate,In State,SCH03,PRG0301,Online,35
REG001056,STU00115,SEC00013,2024FA,SCH03,PRG0301,0301-150,01,2024-07-29,Registered,3.0,Audit,Graduate,In State,SCH03,PRG0301,Online,36
REG001057,STU00115,SEC00230,2025FA,SCH03,PRG0301,0301-200,02,2025-08-16,Withdrawn,3.0,Audit,Graduate,In State,SCH03,PRG0301,Hybrid,30
REG001058,STU00115,SEC00229,2025FA,SCH03,PRG0301,0301-150,01,2025-08-13,Registered,3.0,Letter,Graduate,In State,SCH03,PRG0301,Hybrid,42
REG001059,STU00115,SEC00085,2025WI,SCH03,PRG0301,0301-150,01,2024-12-14,Registered,3.0,Pass Fail,Graduate,In State,SCH03,PRG0301,Hybrid,41
REG001060,STU00115,SEC00086,2025WI,SCH03,PRG0301,0301-200,02,2024-12-25,Registered,3.0,Letter,Graduate,In State,SCH03,PRG0301,Hybrid,31
REG001061,STU00115,SEC00302,2026WI,SCH03,PRG0301,0301-200,02,2025-12-16,Registered,3.0,Letter,Graduate,In State,SCH03,PRG0301,In Person,33
REG001062,STU00115,SEC00301,2026WI,SCH03,PRG0301,0301-150,01,2025-12-19,Withdrawn,3.0,Letter,Graduate,In State,SCH03,PRG0301,In Person,36
REG001063,STU00116,SEC00015,2024FA,SCH03,PRG0302,0302-150,01,2024-08-15,Registered,3.0,Audit,Graduate,International,SCH03,PRG0302,Hybrid,26
REG001064,STU00116,SEC00016,2024FA,SCH03,PRG0302,0302-200,02,2024-08-06,Registered,3.0,Pass Fail,Graduate,International,SCH03,PRG0302,Hybrid,33
REG001065,STU00116,SEC00231,2025FA,SCH03,PRG0302,0302-150,01,2025-07-29,Registered,3.0,Pass Fail,Graduate,International,SCH03,PRG0302,Hybrid,29
REG001066,STU00116,SEC00232,2025FA,SCH03,PRG0302,0302-200,02,2025-07-28,Registered,3.0,Audit,Graduate,International,SCH03,PRG0302,Online,37
REG001067,STU00116,SEC00159,2025SU,SCH03,PRG0302,0302-150,01,2025-05-04,Registered,3.0,Audit,Graduate,International,SCH03,PRG0302,Online,32
REG001068,STU00116,SEC00160,2025SU,SCH03,PRG0302,0302-200,02,2025-04-13,Registered,3.0,Letter,Graduate,International,SCH03,PRG0302,In Person,31
REG001069,STU00116,SEC00304,2026WI,SCH03,PRG0302,0302-200,02,2025-12-16,Registered,3.0,Audit,Graduate,International,SCH03,PRG0302,In Person,34
REG001070,STU00116,SEC00303,2026WI,SCH03,PRG0302,0302-150,01,2025-12-13,Registered,3.0,Letter,Graduate,International,SCH03,PRG0302,In Person,33
REG001071,STU00117,SEC00018,2024FA,SCH03,PRG0303,0303-200,02,2024-07-22,Registered,3.0,Letter,First Time,International,SCH03,PRG0303,Hybrid,28
REG001072,STU00117,SEC00017,2024FA,SCH03,PRG0303,0303-150,01,2024-08-04,Registered,3.0,Audit,First Time,International,SCH03,PRG0303,Online,30
REG001073,STU00117,SEC00234,2025FA,SCH03,PRG0303,0303-200,02,2025-08-13,Registered,3.0,Audit,First Time,International,SCH03,PRG0303,Online,28
REG001074,STU00117,SEC00233,2025FA,SCH03,PRG0303,0303-150,01,2025-08-15,Registered,3.0,Audit,First Time,International,SCH03,PRG0303,In Person,26
REG001075,STU00117,SEC00161,2025SU,SCH03,PRG0303,0303-150,01,2025-04-10,Registered,3.0,Audit,First Time,International,SCH03,PRG0303,Hybrid,25
REG001076,STU00117,SEC00162,2025SU,SCH03,PRG0303,0303-200,02,2025-04-14,Withdrawn,3.0,Pass Fail,First Time,International,SCH03,PRG0303,In Person,32
REG001077,STU00117,SEC00090,2025WI,SCH03,PRG0303,0303-200,02,2024-12-28,Registered,3.0,Letter,First Time,International,SCH03,PRG0303,Online,24
REG001078,STU00117,SEC00089,2025WI,SCH03,PRG0303,0303-150,01,2024-12-17,Registered,3.0,Letter,First Time,International,SCH03,PRG0303,Hybrid,29
REG001079,STU00117,SEC00377,2026SU,SCH03,PRG0303,0303-150,01,2026-04-09,Registered,3.0,Pass Fail,First Time,International,SCH03,PRG0303,Hybrid,33
REG001080,STU00117,SEC00378,2026SU,SCH03,PRG0303,0303-200,02,2026-04-11,Registered,3.0,Letter,First Time,International,SCH03,PRG0303,Online,27
REG001081,STU00117,SEC00305,2026WI,SCH03,PRG0303,0303-150,01,2025-12-14,Registered,3.0,Pass Fail,First Time,International,SCH03,PRG0303,In Person,24
REG001082,STU00117,SEC00306,2026WI,SCH03,PRG0303,0303-200,02,2025-12-09,Registered,3.0,Pass Fail,First Time,International,SCH03,PRG0303,Online,24
REG001083,STU00118,SEC00020,2024FA,SCH04,PRG0401,0401-200,02,2024-07-31,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0401,Hybrid,35
REG001084,STU00118,SEC00019,2024FA,SCH04,PRG0401,0401-150,01,2024-07-27,Registered,3.0,Pass Fail,Transfer,Out of State,SCH04,PRG0401,Hybrid,39
REG001085,STU00118,SEC00235,2025FA,SCH04,PRG0401,0401-150,01,2025-07-26,Registered,3.0,Pass Fail,Transfer,Out of State,SCH04,PRG0401,In Person,34
REG001086,STU00118,SEC00236,2025FA,SCH04,PRG0401,0401-200,02,2025-08-01,Registered,3.0,Pass Fail,Transfer,Out of State,SCH04,PRG0401,In Person,34
REG001087,STU00118,SEC00091,2025WI,SCH04,PRG0401,0401-150,01,2024-12-15,Withdrawn,3.0,Audit,Transfer,Out of State,SCH04,PRG0401,Online,25
REG001088,STU00118,SEC00092,2025WI,SCH04,PRG0401,0401-200,02,2024-12-29,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0401,Hybrid,27
REG001089,STU00119,SEC00022,2024FA,SCH04,PRG0402,0402-200,02,2024-07-27,Registered,3.0,Audit,Transfer,International,SCH04,PRG0402,Online,40
REG001090,STU00119,SEC00021,2024FA,SCH04,PRG0402,0402-150,01,2024-08-13,Registered,3.0,Audit,Transfer,International,SCH04,PRG0402,Online,37
REG001091,STU00119,SEC00238,2025FA,SCH04,PRG0402,0402-200,02,2025-08-16,Registered,3.0,Letter,Transfer,International,SCH04,PRG0402,Hybrid,30
REG001092,STU00119,SEC00237,2025FA,SCH04,PRG0402,0402-150,01,2025-08-03,Registered,3.0,Letter,Transfer,International,SCH04,PRG0402,In Person,26
REG001093,STU00119,SEC00165,2025SU,SCH04,PRG0402,0402-150,01,2025-05-04,Registered,3.0,Pass Fail,Transfer,International,SCH04,PRG0402,In Person,25
REG001094,STU00119,SEC00166,2025SU,SCH04,PRG0402,0402-200,02,2025-04-30,Registered,3.0,Letter,Transfer,International,SCH04,PRG0402,In Person,34
REG001095,STU00119,SEC00094,2025WI,SCH04,PRG0402,0402-200,02,2024-12-27,Registered,3.0,Pass Fail,Transfer,International,SCH04,PRG0402,In Person,34
REG001096,STU00119,SEC00093,2025WI,SCH04,PRG0402,0402-150,01,2025-01-04,Registered,3.0,Audit,Transfer,International,SCH04,PRG0402,Hybrid,38
REG001097,STU00120,SEC00240,2025FA,SCH04,PRG0403,0403-200,02,2025-08-03,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0403,Online,37
REG001098,STU00120,SEC00239,2025FA,SCH04,PRG0403,0403-150,01,2025-08-16,Registered,3.0,Letter,Transfer,Out of State,SCH04,PRG0403,Hybrid,41
REG001099,STU00120,SEC00384,2026SU,SCH04,PRG0403,0403-200,02,2026-04-16,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0403,Online,41
REG001100,STU00120,SEC00383,2026SU,SCH04,PRG0403,0403-150,01,2026-04-11,Registered,3.0,Pass Fail,Transfer,Out of State,SCH04,PRG0403,Hybrid,34
REG001101,STU00120,SEC00311,2026WI,SCH04,PRG0403,0403-150,01,2025-12-11,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0403,Hybrid,27
REG001102,STU00120,SEC00312,2026WI,SCH04,PRG0403,0403-200,02,2025-12-10,Registered,3.0,Audit,Transfer,Out of State,SCH04,PRG0403,Online,31
REG001103,STU00121,SEC00025,2024FA,SCH05,PRG0501,0501-150,01,2024-08-10,Dropped,0.0,Audit,Continuing,In State,SCH05,PRG0501,In Person,30
REG001104,STU00121,SEC00026,2024FA,SCH05,PRG0501,0501-200,02,2024-08-01,Registered,3.0,Pass Fail,Continuing,In State,SCH05,PRG0501,Online,41
REG001105,STU00121,SEC00170,2025SU,SCH05,PRG0501,0501-200,02,2025-04-26,Registered,3.0,Letter,Continuing,In State,SCH05,PRG0501,Online,34
REG001106,STU00121,SEC00169,2025SU,SCH05,PRG0501,0501-150,01,2025-04-17,Registered,3.0,Audit,Continuing,In State,SCH05,PRG0501,Online,28
REG001107,STU00121,SEC00386,2026SU,SCH05,PRG0501,0501-200,02,2026-04-10,Registered,3.0,Audit,Continuing,In State,SCH05,PRG0501,In Person,36
REG001108,STU00121,SEC00385,2026SU,SCH05,PRG0501,0501-150,01,2026-04-23,Registered,3.0,Audit,Continuing,In State,SCH05,PRG0501,Online,42
REG001109,STU00122,SEC00028,2024FA,SCH05,PRG0502,0502-200,02,2024-08-10,Registered,3.0,Pass Fail,Graduate,In State,SCH05,PRG0502,Online,25
REG001110,STU00122,SEC00027,2024FA,SCH05,PRG0502,0502-150,01,2024-08-05,Registered,3.0,Letter,Graduate,In State,SCH05,PRG0502,In Person,32
REG001111,STU00122,SEC00172,2025SU,SCH05,PRG0502,0502-200,02,2025-04-17,Registered,3.0,Letter,Graduate,In State,SCH05,PRG0502,Online,28
REG001112,STU00122,SEC00171,2025SU,SCH05,PRG0502,0502-150,01,2025-04-25,Registered,3.0,Pass Fail,Graduate,In State,SCH05,PRG0502,Hybrid,38
REG001113,STU00122,SEC00387,2026SU,SCH05,PRG0502,0502-150,01,2026-04-15,Registered,3.0,Letter,Graduate,In State,SCH05,PRG0502,In Person,35
REG001114,STU00122,SEC00388,2026SU,SCH05,PRG0502,0502-200,02,2026-05-01,Registered,3.0,Pass Fail,Graduate,In State,SCH05,PRG0502,Online,42
REG001115,STU00123,SEC00029,2024FA,SCH05,PRG0503,0503-150,01,2024-07-25,Registered,3.0,Audit,Transfer,In State,SCH05,PRG0503,In Person,27
REG001116,STU00123,SEC00030,2024FA,SCH05,PRG0503,0503-200,02,2024-07-24,Registered,3.0,Pass Fail,Transfer,In State,SCH05,PRG0503,In Person,33
REG001117,STU00123,SEC00173,2025SU,SCH05,PRG0503,0503-150,01,2025-04-19,Registered,3.0,Audit,Transfer,In State,SCH05,PRG0503,Online,26
REG001118,STU00123,SEC00174,2025SU,SCH05,PRG0503,0503-200,02,2025-04-07,Registered,3.0,Audit,Transfer,In State,SCH05,PRG0503,Online,41
REG001119,STU00123,SEC00102,2025WI,SCH05,PRG0503,0503-200,02,2024-12-20,Registered,3.0,Audit,Transfer,In State,SCH05,PRG0503,Hybrid,35
