enrollment_id,student_id,term_id,school_id,program_id,census_enrolled_flag,ipeds_enrolled_flag,total_credit_hours,enrollment_status
ENR000678,STU00150,2025FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000679,STU00150,2025SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000680,STU00150,2026SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000681,STU00151,2025FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000682,STU00151,2026SU,SCH03,PRG0301,true,true,3.0,Enrolled
ENR000683,STU00151,2026WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000684,STU00152,2024FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000685,STU00152,2025FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000686,STU00152,2025SU,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000687,STU00152,2026SU,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000688,STU00152,2026WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000689,STU00153,2024FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000690,STU00153,2025FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000691,STU00153,2025SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000692,STU00153,2025WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000693,STU00153,2026SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000694,STU00153,2026WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000695,STU00154,2025SU,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000696,STU00154,2025WI,SCH04,PRG0401,true,true,3.0,Enrolled
ENR000697,STU00154,2026SU,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000698,STU00154,2026WI,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000699,STU00155,2024FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000700,STU00155,2025FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000701,STU00155,2025SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000702,STU00156,2024FA,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000703,STU00156,2025FA,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000704,STU00156,2025SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000705,STU00156,2025WI,SCH04,PRG0403,true,true,3.0,Enrolled
ENR000706,STU00157,2024FA,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000707,STU00157,2025WI,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000708,STU00157,2026WI,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000709,STU00158,2024FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000710,STU00158,2025FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000711,STU00158,2025SU,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000712,STU00158,2025WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000713,STU00158,2026WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000714,STU00159,2025SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000715,STU00159,2025WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000716,STU00159,2026SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000717,STU00159,2026WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000718,STU00160,2025FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000719,STU00160,2025SU,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000720,STU00160,2025WI,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000721,STU00160,2026SU,SCH06,PRG0601,true,true,3.0,Enrolled
ENR000722,STU00160,2026WI,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000723,STU00161,2024FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000724,STU00161,2025FA,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000725,STU00161,2026SU,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000726,STU00162,2024FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000727,STU00162,2025FA,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000728,STU00162,2025SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000729,STU00162,2025WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000730,STU00162,2026SU,SCH06,PRG0603,true,true,3.0,Enrolled
ENR000731,STU00162,2026WI,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000732,STU00163,2024FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000733,STU00163,2025FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000734,STU00163,2025SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000735,STU00163,2025WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000736,STU00163,2026SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000737,STU00163,2026WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000738,STU00164,2024FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000739,STU00164,2025FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000740,STU00164,2025SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000741,STU00164,2025WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000742,STU00164,2026SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000743,STU00164,2026WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000744,STU00165,2024FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000745,STU00165,2025FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000746,STU00165,2025SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000747,STU00165,2026SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000748,STU00166,2025FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000749,STU00166,2025SU,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000750,STU00166,2025WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000751,STU00167,2025SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000752,STU00167,2026SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000753,STU00167,2026WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000754,STU00168,2024FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000755,STU00168,2025FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000756,STU00168,2025SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000757,STU00168,2025WI,SCH08,PRG0803,true,true,3.0,Enrolled
ENR000758,STU00168,2026SU,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000759,STU00168,2026WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000760,STU00169,2024FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000761,STU00169,2025FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000762,STU00169,2025SU,SCH09,PRG0901,false,false,0.0,Not Enrolled
ENR000763,STU00169,2025WI,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000764,STU00169,2026SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000765,STU00170,2024FA,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000766,STU00170,2025FA,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000767,STU00170,2025SU,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000768,STU00170,2026WI,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000769,STU00171,2024FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000770,STU00171,2025FA,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000771,STU00171,2025SU,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000772,STU00171,2025WI,SCH09,PRG0903,true,true,3.0,Enrolled
ENR000773,STU00171,2026SU,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000774,STU00171,2026WI,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000775,STU00172,2024FA,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000776,STU00172,2025FA,SCH10,PRG1001,true,true,3.0,Enrolled
ENR000777,STU00172,2025SU,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000778,STU00172,2025WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000779,STU00172,2026SU,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000780,STU00172,2026WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000781,STU00173,2024FA,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000782,STU00173,2025FA,SCH10,PRG1002,true,true,3.0,Enrolled
ENR000783,STU00173,2026WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000784,STU00174,2024FA,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000785,STU00174,2025FA,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000786,STU00174,2025SU,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000787,STU00174,2025WI,SCH10,PRG1003,true,true,3.0,Enrolled
ENR000788,STU00174,2026SU,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000789,STU00174,2026WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000790,STU00175,2024FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000791,STU00175,2025WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000792,STU00175,2026SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000793,STU00176,2024FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000794,STU00176,2025FA,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000795,STU00176,2025SU,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000796,STU00176,2025WI,SCH11,PRG1102,true,true,3.0,Enrolled
ENR000797,STU00176,2026WI,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000798,STU00177,2024FA,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000799,STU00177,2025SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000800,STU00177,2025WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000801,STU00177,2026SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000802,STU00177,2026WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000803,STU00178,2024FA,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000804,STU00178,2025FA,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000805,STU00178,2025SU,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000806,STU00178,2025WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000807,STU00178,2026SU,SCH12,PRG1201,true,true,3.0,Enrolled
ENR000808,STU00178,2026WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000809,STU00179,2024FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000810,STU00179,2025FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000811,STU00179,2025SU,SCH12,PRG1202,true,true,3.0,Enrolled
ENR000812,STU00179,2025WI,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000813,STU00179,2026WI,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000814,STU00180,2024FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000815,STU00180,2025FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000816,STU00180,2025WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000817,STU00181,2024FA,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000818,STU00181,2025WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000819,STU00181,2026SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000820,STU00181,2026WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000821,STU00182,2024FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000822,STU00182,2025FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000823,STU00182,2025SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000824,STU00182,2025WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000825,STU00182,2026SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000826,STU00182,2026WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000827,STU00183,2024FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000828,STU00183,2025FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000829,STU00183,2025SU,SCH01,PRG0103,true,true,3.0,Enrolled
ENR000830,STU00183,2026SU,SCH01,PRG0103,true,true,3.0,Enrolled
ENR000831,STU00184,2024FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000832,STU00184,2025FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000833,STU00184,2025SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000834,STU00184,2026SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000835,STU00184,2026WI,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000836,STU00185,2025FA,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000837,STU00185,2025SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000838,STU00185,2025WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000839,STU00185,2026WI,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000840,STU00186,2024FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000841,STU00186,2025FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000842,STU00186,2025SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000843,STU00186,2025WI,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000844,STU00186,2026SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000845,STU00186,2026WI,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000846,STU00187,2024FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000847,STU00187,2025FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000848,STU00187,2025WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000849,STU00187,2026SU,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000850,STU00188,2024FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000851,STU00188,2025FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000852,STU00188,2025SU,SCH03,PRG0302,true,true,3.0,Enrolled
ENR000853,STU00188,2025WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000854,STU00189,2024FA,SCH03,PRG0303,true,true,3.0,Enrolled
ENR000855,STU00189,2025FA,SCH03,PRG0303,true,true,3.0,Enrolled
ENR000856,STU00189,2025SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000857,STU00189,2025WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000858,STU00189,2026SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000859,STU00189,2026WI,SCH03,PRG0303,true,true,6.0,Enrolled
ENR000860,STU00190,2025FA,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000861,STU00190,2025SU,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000862,STU00190,2026SU,SCH04,PRG0401,true,true,6.0,Enrolled
ENR000863,STU00191,2025FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000864,STU00191,2025SU,SCH04,PRG0402,true,true,3.0,Enrolled
ENR000865,STU00191,2026SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR000866,STU00192,2024FA,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000867,STU00192,2025FA,SCH04,PRG0403,true,true,3.0,Enrolled
ENR000868,STU00192,2025SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000869,STU00192,2025WI,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000870,STU00192,2026SU,SCH04,PRG0403,true,true,6.0,Enrolled
ENR000871,STU00193,2024FA,SCH05,PRG0501,true,true,3.0,Enrolled
ENR000872,STU00193,2025SU,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000873,STU00193,2025WI,SCH05,PRG0501,true,true,6.0,Enrolled
ENR000874,STU00194,2024FA,SCH05,PRG0502,true,true,3.0,Enrolled
ENR000875,STU00194,2025FA,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000876,STU00194,2025WI,SCH05,PRG0502,true,true,6.0,Enrolled
ENR000877,STU00195,2024FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000878,STU00195,2025FA,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000879,STU00195,2025SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000880,STU00195,2025WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000881,STU00195,2026SU,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000882,STU00195,2026WI,SCH05,PRG0503,true,true,6.0,Enrolled
ENR000883,STU00196,2025FA,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000884,STU00196,2026SU,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000885,STU00196,2026WI,SCH06,PRG0601,true,true,6.0,Enrolled
ENR000886,STU00197,2025SU,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000887,STU00197,2025WI,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000888,STU00197,2026SU,SCH06,PRG0602,true,true,6.0,Enrolled
ENR000889,STU00198,2025FA,SCH06,PRG0603,true,true,3.0,Enrolled
ENR000890,STU00198,2025WI,SCH06,PRG0603,true,true,3.0,Enrolled
ENR000891,STU00198,2026SU,SCH06,PRG0603,true,true,6.0,Enrolled
ENR000892,STU00199,2024FA,SCH07,PRG0701,true,true,3.0,Enrolled
ENR000893,STU00199,2025FA,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000894,STU00199,2025SU,SCH07,PRG0701,true,true,3.0,Enrolled
ENR000895,STU00199,2025WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000896,STU00199,2026SU,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000897,STU00199,2026WI,SCH07,PRG0701,true,true,6.0,Enrolled
ENR000898,STU00200,2025FA,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000899,STU00200,2025WI,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000900,STU00200,2026SU,SCH07,PRG0702,true,true,6.0,Enrolled
ENR000901,STU00201,2024FA,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000902,STU00201,2025WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000903,STU00201,2026SU,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000904,STU00201,2026WI,SCH07,PRG0703,true,true,6.0,Enrolled
ENR000905,STU00202,2024FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000906,STU00202,2025FA,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000907,STU00202,2025WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000908,STU00202,2026WI,SCH08,PRG0801,true,true,6.0,Enrolled
ENR000909,STU00203,2024FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000910,STU00203,2025FA,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000911,STU00203,2025SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000912,STU00203,2025WI,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000913,STU00203,2026SU,SCH08,PRG0802,true,true,6.0,Enrolled
ENR000914,STU00204,2024FA,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000915,STU00204,2025WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000916,STU00204,2026SU,SCH08,PRG0803,true,true,3.0,Enrolled
ENR000917,STU00204,2026WI,SCH08,PRG0803,true,true,6.0,Enrolled
ENR000918,STU00205,2024FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000919,STU00205,2025FA,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000920,STU00205,2025SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000921,STU00205,2025WI,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000922,STU00205,2026SU,SCH09,PRG0901,true,true,6.0,Enrolled
ENR000923,STU00205,2026WI,SCH09,PRG0901,true,true,3.0,Enrolled
ENR000924,STU00206,2024FA,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000925,STU00206,2025SU,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000926,STU00206,2026WI,SCH09,PRG0902,true,true,6.0,Enrolled
ENR000927,STU00207,2025SU,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000928,STU00207,2026SU,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000929,STU00207,2026WI,SCH09,PRG0903,true,true,6.0,Enrolled
ENR000930,STU00208,2025SU,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000931,STU00208,2025WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000932,STU00208,2026WI,SCH10,PRG1001,true,true,6.0,Enrolled
ENR000933,STU00209,2024FA,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000934,STU00209,2025FA,SCH10,PRG1002,true,true,3.0,Enrolled
ENR000935,STU00209,2025SU,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000936,STU00209,2025WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000937,STU00209,2026WI,SCH10,PRG1002,true,true,6.0,Enrolled
ENR000938,STU00210,2024FA,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000939,STU00210,2025FA,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000940,STU00210,2025WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000941,STU00210,2026SU,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000942,STU00210,2026WI,SCH10,PRG1003,true,true,6.0,Enrolled
ENR000943,STU00211,2024FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000944,STU00211,2025FA,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000945,STU00211,2025SU,SCH11,PRG1101,true,true,3.0,Enrolled
ENR000946,STU00211,2025WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000947,STU00211,2026SU,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000948,STU00211,2026WI,SCH11,PRG1101,true,true,6.0,Enrolled
ENR000949,STU00212,2025FA,SCH11,PRG1102,true,true,3.0,Enrolled
ENR000950,STU00212,2025SU,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000951,STU00212,2025WI,SCH11,PRG1102,true,true,6.0,Enrolled
ENR000952,STU00213,2025SU,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000953,STU00213,2025WI,SCH11,PRG1103,true,true,3.0,Enrolled
ENR000954,STU00213,2026WI,SCH11,PRG1103,true,true,6.0,Enrolled
ENR000955,STU00214,2024FA,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000956,STU00214,2025SU,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000957,STU00214,2025WI,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000958,STU00214,2026SU,SCH12,PRG1201,true,true,6.0,Enrolled
ENR000959,STU00215,2024FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000960,STU00215,2025FA,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000961,STU00215,2026WI,SCH12,PRG1202,true,true,6.0,Enrolled
ENR000962,STU00216,2024FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000963,STU00216,2025FA,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000964,STU00216,2025SU,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000965,STU00216,2025WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000966,STU00216,2026SU,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000967,STU00216,2026WI,SCH12,PRG1203,true,true,6.0,Enrolled
ENR000968,STU00217,2025FA,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000969,STU00217,2025WI,SCH01,PRG0101,true,true,3.0,Enrolled
ENR000970,STU00217,2026SU,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000971,STU00217,2026WI,SCH01,PRG0101,true,true,6.0,Enrolled
ENR000972,STU00218,2024FA,SCH01,PRG0102,true,true,3.0,Enrolled
ENR000973,STU00218,2025FA,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000974,STU00218,2025SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000975,STU00218,2025WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000976,STU00218,2026SU,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000977,STU00218,2026WI,SCH01,PRG0102,true,true,6.0,Enrolled
ENR000978,STU00219,2025FA,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000979,STU00219,2025SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000980,STU00219,2025WI,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000981,STU00219,2026SU,SCH01,PRG0103,true,true,6.0,Enrolled
ENR000982,STU00220,2024FA,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000983,STU00220,2025FA,SCH02,PRG0201,true,true,3.0,Enrolled
ENR000984,STU00220,2025SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000985,STU00220,2025WI,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000986,STU00220,2026SU,SCH02,PRG0201,true,true,6.0,Enrolled
ENR000987,STU00221,2024FA,SCH02,PRG0202,true,true,3.0,Enrolled
ENR000988,STU00221,2025SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000989,STU00221,2026SU,SCH02,PRG0202,true,true,6.0,Enrolled
ENR000990,STU00221,2026WI,SCH02,PRG0202,true,true,3.0,Enrolled
ENR000991,STU00222,2024FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000992,STU00222,2025FA,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000993,STU00222,2025SU,SCH02,PRG0203,true,true,6.0,Enrolled
ENR000994,STU00223,2025FA,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000995,STU00223,2025SU,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000996,STU00223,2025WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000997,STU00223,2026WI,SCH03,PRG0301,true,true,6.0,Enrolled
ENR000998,STU00224,2024FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR000999,STU00224,2025FA,SCH03,PRG0302,true,true,6.0,Enrolled
ENR001000,STU00224,2025WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR001001,STU00224,2026SU,SCH03,PRG0302,true,true,6.0,Enrolled
ENR001002,STU00224,2026WI,SCH03,PRG0302,true,true,6.0,Enrolled
ENR001003,STU00225,2025FA,SCH03,PRG0303,true,true,6.0,Enrolled
ENR001004,STU00225,2025WI,SCH03,PRG0303,true,true,3.0,Enrolled
ENR001005,STU00225,2026SU,SCH03,PRG0303,true,true,6.0,Enrolled
ENR001006,STU00226,2025FA,SCH04,PRG0401,true,true,6.0,Enrolled
ENR001007,STU00226,2025WI,SCH04,PRG0401,true,true,6.0,Enrolled
ENR001008,STU00226,2026SU,SCH04,PRG0401,true,true,6.0,Enrolled
ENR001009,STU00226,2026WI,SCH04,PRG0401,true,true,6.0,Enrolled
ENR001010,STU00227,2024FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001011,STU00227,2025FA,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001012,STU00227,2025SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001013,STU00227,2025WI,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001014,STU00227,2026SU,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001015,STU00227,2026WI,SCH04,PRG0402,true,true,6.0,Enrolled
ENR001016,STU00228,2024FA,SCH04,PRG0403,true,true,6.0,Enrolled
