registration_id,student_id,section_id,term_id,registration_date,registration_status,credit_hours,grade_mode
REG000678,STU00073,SEC00362,2026SU,2026-04-12,Registered,3.0,Pass Fail
REG000679,STU00073,SEC00290,2026WI,2025-12-24,Registered,3.0,Letter
REG000680,STU00073,SEC00289,2026WI,2026-01-04,Registered,3.0,Pass Fail
REG000681,STU00074,SEC00004,2024FA,2024-08-18,Registered,3.0,Audit
REG000682,STU00074,SEC00003,2024FA,2024-07-26,Registered,3.0,Pass Fail
REG000683,STU00074,SEC00220,2025FA,2025-08-06,Registered,3.0,Audit
REG000684,STU00074,SEC00219,2025FA,2025-08-14,Registered,3.0,Audit
REG000685,STU00074,SEC00076,2025WI,2025-01-01,Registered,3.0,Letter
REG000686,STU00074,SEC00075,2025WI,2024-12-13,Registered,3.0,Pass Fail
REG000687,STU00074,SEC00364,2026SU,2026-04-13,Registered,3.0,Pass Fail
REG000688,STU00074,SEC00363,2026SU,2026-04-17,Registered,3.0,Audit
REG000689,STU00074,SEC00291,2026WI,2025-12-17,Withdrawn,3.0,Letter
REG000690,STU00074,SEC00292,2026WI,2025-12-23,Registered,3.0,Letter
REG000691,STU00075,SEC00006,2024FA,2024-08-12,Registered,3.0,Audit
REG000692,STU00075,SEC00005,2024FA,2024-08-09,Registered,3.0,Pass Fail
REG000693,STU00075,SEC00150,2025SU,2025-05-04,Registered,3.0,Pass Fail
REG000694,STU00075,SEC00149,2025SU,2025-04-22,Registered,3.0,Pass Fail
REG000695,STU00075,SEC00365,2026SU,2026-04-15,Registered,3.0,Letter
REG000696,STU00075,SEC00366,2026SU,2026-04-08,Withdrawn,3.0,Pass Fail
REG000697,STU00076,SEC00007,2024FA,2024-07-31,Registered,3.0,Letter
REG000698,STU00076,SEC00008,2024FA,2024-08-06,Registered,3.0,Letter
REG000699,STU00076,SEC00223,2025FA,2025-07-22,Withdrawn,3.0,Letter
REG000700,STU00076,SEC00224,2025FA,2025-07-24,Registered,3.0,Pass Fail
REG000701,STU00076,SEC00151,2025SU,2025-04-09,Registered,3.0,Pass Fail
REG000702,STU00076,SEC00152,2025SU,2025-04-22,Registered,3.0,Audit
REG000703,STU00076,SEC00079,2025WI,2025-01-03,Registered,3.0,Audit
REG000704,STU00076,SEC00080,2025WI,2024-12-29,Registered,3.0,Pass Fail
REG000705,STU00076,SEC00367,2026SU,2026-04-30,Dropped,0.0,Letter
REG000706,STU00076,SEC00368,2026SU,2026-04-10,Registered,3.0,Letter
REG000707,STU00076,SEC00295,2026WI,2025-12-28,Withdrawn,3.0,Letter
REG000708,STU00076,SEC00296,2026WI,2025-12-26,Registered,3.0,Audit
REG000709,STU00077,SEC00225,2025FA,2025-08-08,Registered,3.0,Pass Fail
REG000710,STU00077,SEC00226,2025FA,2025-07-27,Registered,3.0,Pass Fail
REG000711,STU00077,SEC00153,2025SU,2025-04-21,Registered,3.0,Audit
REG000712,STU00077,SEC00154,2025SU,2025-05-03,Registered,3.0,Audit
REG000713,STU00077,SEC00082,2025WI,2024-12-21,Registered,3.0,Letter
REG000714,STU00077,SEC00081,2025WI,2024-12-09,Registered,3.0,Audit
REG000715,STU00077,SEC00370,2026SU,2026-04-19,Registered,3.0,Letter
REG000716,STU00077,SEC00369,2026SU,2026-04-28,Registered,3.0,Pass Fail
REG000717,STU00077,SEC00298,2026WI,2025-12-22,Registered,3.0,Letter
REG000718,STU00077,SEC00297,2026WI,2025-12-28,Registered,3.0,Letter
REG000719,STU00078,SEC00011,2024FA,2024-08-02,Registered,3.0,Audit
REG000720,STU00078,SEC00012,2024FA,2024-08-12,Registered,3.0,Pass Fail
REG000721,STU00078,SEC00156,2025SU,2025-04-26,Registered,3.0,Audit
REG000722,STU00078,SEC00155,2025SU,2025-04-08,Registered,3.0,Audit
REG000723,STU00078,SEC00083,2025WI,2025-01-04,Registered,3.0,Audit
REG000724,STU00078,SEC00084,2025WI,2024-12-29,Registered,3.0,Audit
REG000725,STU00079,SEC00229,2025FA,2025-07-24,Registered,3.0,Pass Fail
REG000726,STU00079,SEC00230,2025FA,2025-08-16,Dropped,0.0,Pass Fail
REG000727,STU00079,SEC00158,2025SU,2025-04-24,Registered,3.0,Pass Fail
REG000728,STU00079,SEC00157,2025SU,2025-04-26,Registered,3.0,Pass Fail
REG000729,STU00079,SEC00373,2026SU,2026-04-08,Registered,3.0,Pass Fail
REG000730,STU00079,SEC00374,2026SU,2026-04-12,Registered,3.0,Pass Fail
REG000731,STU00079,SEC00301,2026WI,2025-12-08,Registered,3.0,Letter
REG000732,STU00079,SEC00302,2026WI,2025-12-13,Registered,3.0,Pass Fail
REG000733,STU00080,SEC00015,2024FA,2024-08-11,Registered,3.0,Audit
REG000734,STU00080,SEC00016,2024FA,2024-08-13,Registered,3.0,Pass Fail
REG000735,STU00080,SEC00232,2025FA,2025-08-10,Registered,3.0,Audit
REG000736,STU00080,SEC00231,2025FA,2025-08-12,Registered,3.0,Audit
REG000737,STU00080,SEC00088,2025WI,2024-12-27,Withdrawn,3.0,Letter
REG000738,STU00080,SEC00087,2025WI,2024-12-30,Registered,3.0,Pass Fail
REG000739,STU00080,SEC00376,2026SU,2026-04-08,Withdrawn,3.0,Pass Fail
REG000740,STU00080,SEC00375,2026SU,2026-04-30,Registered,3.0,Audit
REG000741,STU00080,SEC00303,2026WI,2025-12-20,Registered,3.0,Letter
REG000742,STU00080,SEC00304,2026WI,2025-12-18,Registered,3.0,Audit
REG000743,STU00081,SEC00018,2024FA,2024-08-18,Registered,3.0,Letter
REG000744,STU00081,SEC00017,2024FA,2024-08-05,Registered,3.0,Letter
REG000745,STU00081,SEC00234,2025FA,2025-07-30,Registered,3.0,Pass Fail
REG000746,STU00081,SEC00233,2025FA,2025-08-12,Registered,3.0,Letter
REG000747,STU00081,SEC00161,2025SU,2025-04-09,Registered,3.0,Pass Fail
REG000748,STU00081,SEC00162,2025SU,2025-04-08,Registered,3.0,Pass Fail
REG000749,STU00081,SEC00090,2025WI,2024-12-10,Registered,3.0,Pass Fail
REG000750,STU00081,SEC00089,2025WI,2024-12-30,Registered,3.0,Pass Fail
REG000751,STU00081,SEC00378,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG000752,STU00081,SEC00377,2026SU,2026-04-11,Registered,3.0,Pass Fail
REG000753,STU00082,SEC00020,2024FA,2024-08-09,Registered,3.0,Audit
REG000754,STU00082,SEC00019,2024FA,2024-07-30,Registered,3.0,Audit
REG000755,STU00082,SEC00091,2025WI,2024-12-21,Withdrawn,3.0,Letter
REG000756,STU00082,SEC00092,2025WI,2024-12-16,Registered,3.0,Pass Fail
REG000757,STU00082,SEC00380,2026SU,2026-04-29,Registered,3.0,Audit
REG000758,STU00082,SEC00379,2026SU,2026-04-17,Dropped,0.0,Letter
REG000759,STU00082,SEC00308,2026WI,2025-12-22,Dropped,0.0,Pass Fail
REG000760,STU00082,SEC00307,2026WI,2025-12-20,Registered,3.0,Letter
REG000761,STU00083,SEC00022,2024FA,2024-08-08,Registered,3.0,Pass Fail
REG000762,STU00083,SEC00021,2024FA,2024-08-08,Registered,3.0,Letter
REG000763,STU00083,SEC00237,2025FA,2025-07-31,Registered,3.0,Pass Fail
REG000764,STU00083,SEC00238,2025FA,2025-07-21,Registered,3.0,Audit
REG000765,STU00083,SEC00166,2025SU,2025-04-12,Registered,3.0,Audit
REG000766,STU00083,SEC00165,2025SU,2025-05-03,Dropped,0.0,Pass Fail
REG000767,STU00083,SEC00381,2026SU,2026-04-24,Registered,3.0,Audit
REG000768,STU00083,SEC00382,2026SU,2026-04-06,Registered,3.0,Letter
REG000769,STU00083,SEC00309,2026WI,2025-12-11,Withdrawn,3.0,Audit
REG000770,STU00083,SEC00310,2026WI,2025-12-25,Withdrawn,3.0,Pass Fail
REG000771,STU00084,SEC00168,2025SU,2025-04-11,Registered,3.0,Pass Fail
REG000772,STU00084,SEC00167,2025SU,2025-04-30,Withdrawn,3.0,Audit
REG000773,STU00084,SEC00096,2025WI,2024-12-25,Registered,3.0,Letter
REG000774,STU00084,SEC00095,2025WI,2024-12-14,Registered,3.0,Letter
REG000775,STU00084,SEC00384,2026SU,2026-04-12,Registered,3.0,Letter
REG000776,STU00084,SEC00383,2026SU,2026-04-15,Withdrawn,3.0,Pass Fail
REG000777,STU00085,SEC00170,2025SU,2025-04-10,Withdrawn,3.0,Audit
REG000778,STU00085,SEC00169,2025SU,2025-04-19,Withdrawn,3.0,Audit
REG000779,STU00085,SEC00097,2025WI,2025-01-01,Registered,3.0,Letter
REG000780,STU00085,SEC00098,2025WI,2024-12-25,Dropped,0.0,Pass Fail
REG000781,STU00085,SEC00385,2026SU,2026-05-02,Withdrawn,3.0,Letter
REG000782,STU00085,SEC00386,2026SU,2026-04-15,Registered,3.0,Audit
REG000783,STU00085,SEC00313,2026WI,2025-12-24,Registered,3.0,Audit
REG000784,STU00085,SEC00314,2026WI,2025-12-20,Registered,3.0,Letter
REG000785,STU00086,SEC00028,2024FA,2024-08-10,Registered,3.0,Pass Fail
REG000786,STU00086,SEC00027,2024FA,2024-07-24,Registered,3.0,Pass Fail
REG000787,STU00086,SEC00243,2025FA,2025-08-17,Registered,3.0,Pass Fail
REG000788,STU00086,SEC00244,2025FA,2025-08-09,Registered,3.0,Audit
REG000789,STU00086,SEC00171,2025SU,2025-04-08,Registered,3.0,Pass Fail
REG000790,STU00086,SEC00172,2025SU,2025-05-01,Registered,3.0,Audit
REG000791,STU00086,SEC00099,2025WI,2024-12-17,Registered,3.0,Letter
REG000792,STU00086,SEC00100,2025WI,2024-12-27,Registered,3.0,Audit
REG000793,STU00086,SEC00387,2026SU,2026-05-02,Registered,3.0,Pass Fail
REG000794,STU00086,SEC00388,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG000795,STU00086,SEC00315,2026WI,2025-12-11,Registered,3.0,Pass Fail
REG000796,STU00086,SEC00316,2026WI,2025-12-23,Registered,3.0,Pass Fail
REG000797,STU00087,SEC00029,2024FA,2024-08-15,Withdrawn,3.0,Pass Fail
REG000798,STU00087,SEC00030,2024FA,2024-08-15,Registered,3.0,Letter
REG000799,STU00087,SEC00246,2025FA,2025-08-09,Registered,3.0,Letter
REG000800,STU00087,SEC00245,2025FA,2025-07-24,Registered,3.0,Letter
REG000801,STU00087,SEC00102,2025WI,2024-12-29,Registered,3.0,Pass Fail
REG000802,STU00087,SEC00101,2025WI,2024-12-09,Registered,3.0,Audit
REG000803,STU00087,SEC00390,2026SU,2026-04-10,Registered,3.0,Letter
REG000804,STU00087,SEC00389,2026SU,2026-04-27,Registered,3.0,Letter
REG000805,STU00087,SEC00318,2026WI,2025-12-28,Withdrawn,3.0,Audit
REG000806,STU00087,SEC00317,2026WI,2025-12-27,Registered,3.0,Audit
REG000807,STU00088,SEC00031,2024FA,2024-08-10,Registered,3.0,Audit
REG000808,STU00088,SEC00032,2024FA,2024-08-17,Registered,3.0,Audit
REG000809,STU00088,SEC00248,2025FA,2025-08-13,Registered,3.0,Letter
REG000810,STU00088,SEC00247,2025FA,2025-07-22,Registered,3.0,Audit
REG000811,STU00088,SEC00103,2025WI,2025-01-01,Registered,3.0,Letter
REG000812,STU00088,SEC00104,2025WI,2024-12-26,Registered,3.0,Pass Fail
REG000813,STU00089,SEC00034,2024FA,2024-07-22,Registered,3.0,Pass Fail
REG000814,STU00089,SEC00033,2024FA,2024-07-28,Registered,3.0,Letter
REG000815,STU00089,SEC00249,2025FA,2025-08-12,Registered,3.0,Letter
REG000816,STU00089,SEC00250,2025FA,2025-08-06,Registered,3.0,Pass Fail
REG000817,STU00089,SEC00106,2025WI,2025-01-01,Registered,3.0,Pass Fail
REG000818,STU00089,SEC00105,2025WI,2025-01-01,Registered,3.0,Audit
REG000819,STU00089,SEC00393,2026SU,2026-04-13,Dropped,0.0,Pass Fail
REG000820,STU00089,SEC00394,2026SU,2026-04-10,Registered,3.0,Pass Fail
REG000821,STU00089,SEC00321,2026WI,2025-12-15,Registered,3.0,Pass Fail
REG000822,STU00089,SEC00322,2026WI,2025-12-30,Registered,3.0,Pass Fail
REG000823,STU00090,SEC00036,2024FA,2024-07-24,Registered,3.0,Audit
REG000824,STU00090,SEC00035,2024FA,2024-08-10,Withdrawn,3.0,Pass Fail
REG000825,STU00090,SEC00179,2025SU,2025-04-09,Withdrawn,3.0,Letter
REG000826,STU00090,SEC00180,2025SU,2025-04-20,Registered,3.0,Pass Fail
REG000827,STU00090,SEC00107,2025WI,2024-12-27,Registered,3.0,Audit
REG000828,STU00090,SEC00108,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG000829,STU00090,SEC00396,2026SU,2026-04-06,Dropped,0.0,Audit
REG000830,STU00090,SEC00395,2026SU,2026-04-26,Registered,3.0,Audit
REG000831,STU00090,SEC00324,2026WI,2025-12-17,Registered,3.0,Audit
REG000832,STU00090,SEC00323,2026WI,2026-01-01,Registered,3.0,Letter
REG000833,STU00091,SEC00038,2024FA,2024-08-01,Registered,3.0,Audit
REG000834,STU00091,SEC00037,2024FA,2024-08-16,Registered,3.0,Audit
REG000835,STU00091,SEC00182,2025SU,2025-04-17,Registered,3.0,Letter
REG000836,STU00091,SEC00181,2025SU,2025-04-25,Registered,3.0,Letter
REG000837,STU00091,SEC00109,2025WI,2024-12-25,Registered,3.0,Pass Fail
REG000838,STU00091,SEC00110,2025WI,2024-12-18,Registered,3.0,Pass Fail
REG000839,STU00091,SEC00397,2026SU,2026-04-09,Withdrawn,3.0,Audit
REG000840,STU00091,SEC00398,2026SU,2026-04-14,Registered,3.0,Pass Fail
REG000841,STU00091,SEC00325,2026WI,2025-12-08,Registered,3.0,Audit
REG000842,STU00091,SEC00326,2026WI,2025-12-31,Withdrawn,3.0,Audit
REG000843,STU00092,SEC00255,2025FA,2025-08-14,Registered,3.0,Pass Fail
REG000844,STU00092,SEC00256,2025FA,2025-08-06,Registered,3.0,Audit
REG000845,STU00092,SEC00111,2025WI,2024-12-27,Registered,3.0,Audit
REG000846,STU00092,SEC00112,2025WI,2024-12-23,Registered,3.0,Audit
REG000847,STU00092,SEC00328,2026WI,2025-12-14,Withdrawn,3.0,Audit
REG000848,STU00092,SEC00327,2026WI,2025-12-11,Registered,3.0,Letter
REG000849,STU00093,SEC00185,2025SU,2025-04-13,Registered,3.0,Pass Fail
REG000850,STU00093,SEC00186,2025SU,2025-05-01,Registered,3.0,Letter
REG000851,STU00093,SEC00113,2025WI,2024-12-11,Registered,3.0,Pass Fail
REG000852,STU00093,SEC00114,2025WI,2024-12-09,Registered,3.0,Pass Fail
REG000853,STU00093,SEC00402,2026SU,2026-05-02,Registered,3.0,Pass Fail
REG000854,STU00093,SEC00401,2026SU,2026-04-07,Registered,3.0,Pass Fail
REG000855,STU00094,SEC00259,2025FA,2025-08-14,Withdrawn,3.0,Letter
REG000856,STU00094,SEC00260,2025FA,2025-07-30,Registered,3.0,Pass Fail
REG000857,STU00094,SEC00187,2025SU,2025-04-24,Withdrawn,3.0,Letter
REG000858,STU00094,SEC00188,2025SU,2025-04-23,Registered,3.0,Audit
REG000859,STU00094,SEC00404,2026SU,2026-04-14,Registered,3.0,Audit
REG000860,STU00094,SEC00403,2026SU,2026-04-06,Registered,3.0,Letter
REG000861,STU00094,SEC00331,2026WI,2025-12-29,Registered,3.0,Audit
REG000862,STU00094,SEC00332,2026WI,2025-12-09,Registered,3.0,Audit
REG000863,STU00095,SEC00045,2024FA,2024-08-14,Registered,3.0,Letter
REG000864,STU00095,SEC00046,2024FA,2024-08-06,Registered,3.0,Pass Fail
REG000865,STU00095,SEC00262,2025FA,2025-08-16,Registered,3.0,Audit
REG000866,STU00095,SEC00261,2025FA,2025-08-06,Registered,3.0,Audit
REG000867,STU00095,SEC00189,2025SU,2025-04-16,Withdrawn,3.0,Letter
REG000868,STU00095,SEC00190,2025SU,2025-05-04,Registered,3.0,Pass Fail
REG000869,STU00095,SEC00118,2025WI,2024-12-20,Registered,3.0,Letter
REG000870,STU00095,SEC00117,2025WI,2024-12-24,Registered,3.0,Letter
REG000871,STU00095,SEC00405,2026SU,2026-04-13,Registered,3.0,Pass Fail
REG000872,STU00095,SEC00406,2026SU,2026-04-28,Registered,3.0,Audit
REG000873,STU00095,SEC00334,2026WI,2025-12-11,Registered,3.0,Letter
REG000874,STU00095,SEC00333,2026WI,2025-12-24,Registered,3.0,Audit
REG000875,STU00096,SEC00048,2024FA,2024-08-15,Registered,3.0,Audit
REG000876,STU00096,SEC00047,2024FA,2024-07-25,Registered,3.0,Audit
REG000877,STU00096,SEC00263,2025FA,2025-08-06,Registered,3.0,Audit
REG000878,STU00096,SEC00264,2025FA,2025-07-26,Registered,3.0,Letter
REG000879,STU00096,SEC00191,2025SU,2025-04-30,Withdrawn,3.0,Letter
REG000880,STU00096,SEC00192,2025SU,2025-04-17,Withdrawn,3.0,Pass Fail
REG000881,STU00096,SEC00119,2025WI,2024-12-31,Registered,3.0,Letter
REG000882,STU00096,SEC00120,2025WI,2024-12-31,Registered,3.0,Pass Fail
REG000883,STU00096,SEC00335,2026WI,2026-01-02,Registered,3.0,Audit
REG000884,STU00096,SEC00336,2026WI,2025-12-20,Registered,3.0,Letter
REG000885,STU00097,SEC00049,2024FA,2024-08-02,Registered,3.0,Audit
REG000886,STU00097,SEC00050,2024FA,2024-07-27,Registered,3.0,Pass Fail
REG000887,STU00097,SEC00410,2026SU,2026-04-09,Registered,3.0,Audit
REG000888,STU00097,SEC00409,2026SU,2026-04-06,Registered,3.0,Pass Fail
REG000889,STU00097,SEC00337,2026WI,2025-12-17,Registered,3.0,Pass Fail
REG000890,STU00097,SEC00338,2026WI,2025-12-10,Registered,3.0,Audit
REG000891,STU00098,SEC00268,2025FA,2025-08-17,Registered,3.0,Audit
REG000892,STU00098,SEC00267,2025FA,2025-08-03,Registered,3.0,Letter
REG000893,STU00098,SEC00195,2025SU,2025-04-21,Registered,3.0,Pass Fail
REG000894,STU00098,SEC00196,2025SU,2025-04-28,Registered,3.0,Pass Fail
REG000895,STU00098,SEC00123,2025WI,2024-12-25,Registered,3.0,Audit
REG000896,STU00098,SEC00124,2025WI,2025-01-03,Registered,3.0,Audit
REG000897,STU00098,SEC00412,2026SU,2026-04-12,Registered,3.0,Audit
REG000898,STU00098,SEC00411,2026SU,2026-04-30,Registered,3.0,Letter
REG000899,STU00099,SEC00053,2024FA,2024-08-02,Registered,3.0,Pass Fail
REG000900,STU00099,SEC00054,2024FA,2024-08-07,Registered,3.0,Pass Fail
REG000901,STU00099,SEC00269,2025FA,2025-08-03,Registered,3.0,Letter
REG000902,STU00099,SEC00270,2025FA,2025-07-23,Registered,3.0,Audit
REG000903,STU00099,SEC00198,2025SU,2025-04-21,Dropped,0.0,Audit
REG000904,STU00099,SEC00197,2025SU,2025-04-16,Registered,3.0,Audit
REG000905,STU00099,SEC00413,2026SU,2026-04-23,Withdrawn,3.0,Letter
REG000906,STU00099,SEC00414,2026SU,2026-04-23,Registered,3.0,Audit
REG000907,STU00100,SEC00056,2024FA,2024-08-11,Registered,3.0,Pass Fail
REG000908,STU00100,SEC00055,2024FA,2024-08-09,Registered,3.0,Audit
REG000909,STU00100,SEC00272,2025FA,2025-08-06,Registered,3.0,Audit
REG000910,STU00100,SEC00271,2025FA,2025-07-23,Registered,3.0,Audit
REG000911,STU00100,SEC00200,2025SU,2025-04-14,Registered,3.0,Letter
REG000912,STU00100,SEC00199,2025SU,2025-05-01,Dropped,0.0,Pass Fail
REG000913,STU00100,SEC00127,2025WI,2024-12-13,Registered,3.0,Letter
REG000914,STU00100,SEC00128,2025WI,2025-01-05,Registered,3.0,Pass Fail
REG000915,STU00100,SEC00415,2026SU,2026-04-20,Registered,3.0,Audit
REG000916,STU00100,SEC00416,2026SU,2026-04-24,Registered,3.0,Audit
REG000917,STU00100,SEC00344,2026WI,2025-12-11,Registered,3.0,Audit
REG000918,STU00100,SEC00343,2026WI,2026-01-03,Registered,3.0,Letter
REG000919,STU00101,SEC00057,2024FA,2024-08-17,Registered,3.0,Pass Fail
REG000920,STU00101,SEC00058,2024FA,2024-07-27,Registered,3.0,Letter
REG000921,STU00101,SEC00274,2025FA,2025-08-13,Registered,3.0,Letter
REG000922,STU00101,SEC00273,2025FA,2025-08-15,Registered,3.0,Letter
REG000923,STU00101,SEC00130,2025WI,2024-12-27,Registered,3.0,Letter
REG000924,STU00101,SEC00129,2025WI,2024-12-10,Registered,3.0,Audit
REG000925,STU00101,SEC00417,2026SU,2026-04-12,Registered,3.0,Letter
REG000926,STU00101,SEC00418,2026SU,2026-04-08,Registered,3.0,Pass Fail
REG000927,STU00102,SEC00204,2025SU,2025-04-09,Registered,3.0,Pass Fail
REG000928,STU00102,SEC00203,2025SU,2025-04-10,Registered,3.0,Audit
REG000929,STU00102,SEC00131,2025WI,2024-12-10,Registered,3.0,Letter
REG000930,STU00102,SEC00132,2025WI,2024-12-25,Withdrawn,3.0,Audit
REG000931,STU00102,SEC00348,2026WI,2025-12-28,Registered,3.0,Audit
REG000932,STU00102,SEC00347,2026WI,2025-12-10,Registered,3.0,Audit
REG000933,STU00103,SEC00277,2025FA,2025-08-01,Registered,3.0,Audit
REG000934,STU00103,SEC00278,2025FA,2025-08-02,Registered,3.0,Pass Fail
REG000935,STU00103,SEC00205,2025SU,2025-04-15,Registered,3.0,Letter
REG000936,STU00103,SEC00206,2025SU,2025-04-20,Registered,3.0,Letter
REG000937,STU00103,SEC00134,2025WI,2025-01-04,Registered,3.0,Pass Fail
REG000938,STU00103,SEC00133,2025WI,2024-12-11,Registered,3.0,Pass Fail
REG000939,STU00103,SEC00422,2026SU,2026-04-24,Registered,3.0,Audit
REG000940,STU00103,SEC00421,2026SU,2026-04-20,Registered,3.0,Pass Fail
REG000941,STU00103,SEC00349,2026WI,2025-12-14,Registered,3.0,Letter
REG000942,STU00103,SEC00350,2026WI,2025-12-29,Registered,3.0,Letter
REG000943,STU00104,SEC00064,2024FA,2024-08-14,Registered,3.0,Letter
REG000944,STU00104,SEC00063,2024FA,2024-07-31,Registered,3.0,Audit
REG000945,STU00104,SEC00279,2025FA,2025-08-02,Registered,3.0,Pass Fail
REG000946,STU00104,SEC00280,2025FA,2025-08-16,Withdrawn,3.0,Audit
REG000947,STU00104,SEC00208,2025SU,2025-05-03,Registered,3.0,Letter
REG000948,STU00104,SEC00207,2025SU,2025-04-26,Registered,3.0,Pass Fail
REG000949,STU00104,SEC00423,2026SU,2026-04-17,Registered,3.0,Letter
REG000950,STU00104,SEC00424,2026SU,2026-04-30,Registered,3.0,Pass Fail
REG000951,STU00104,SEC00352,2026WI,2025-12-30,Withdrawn,3.0,Pass Fail
REG000952,STU00104,SEC00351,2026WI,2025-12-17,Registered,3.0,Pass Fail
REG000953,STU00105,SEC00066,2024FA,2024-07-28,Registered,3.0,Letter
REG000954,STU00105,SEC00065,2024FA,2024-07-24,Registered,3.0,Letter
REG000955,STU00105,SEC00282,2025FA,2025-08-03,Registered,3.0,Pass Fail
REG000956,STU00105,SEC00281,2025FA,2025-07-30,Registered,3.0,Audit
REG000957,STU00105,SEC00210,2025SU,2025-04-21,Registered,3.0,Letter
REG000958,STU00105,SEC00209,2025SU,2025-04-09,Registered,3.0,Letter
REG000959,STU00105,SEC00137,2025WI,2024-12-16,Registered,3.0,Pass Fail
REG000960,STU00105,SEC00138,2025WI,2024-12-16,Registered,3.0,Pass Fail
REG000961,STU00105,SEC00426,2026SU,2026-04-22,Registered,3.0,Audit
REG000962,STU00105,SEC00425,2026SU,2026-04-14,Registered,3.0,Letter
REG000963,STU00106,SEC00068,2024FA,2024-08-11,Dropped,0.0,Pass Fail
REG000964,STU00106,SEC00067,2024FA,2024-07-27,Registered,3.0,Pass Fail
REG000965,STU00106,SEC00284,2025FA,2025-08-05,Dropped,0.0,Letter
REG000966,STU00106,SEC00283,2025FA,2025-07-26,Registered,3.0,Pass Fail
REG000967,STU00106,SEC00212,2025SU,2025-04-19,Dropped,0.0,Audit
REG000968,STU00106,SEC00211,2025SU,2025-04-30,Registered,3.0,Audit
REG000969,STU00106,SEC00139,2025WI,2024-12-22,Registered,3.0,Audit
REG000970,STU00106,SEC00140,2025WI,2024-12-19,Registered,3.0,Letter
REG000971,STU00106,SEC00356,2026WI,2025-12-22,Withdrawn,3.0,Pass Fail
REG000972,STU00106,SEC00355,2026WI,2025-12-21,Registered,3.0,Audit
REG000973,STU00107,SEC00070,2024FA,2024-07-26,Registered,3.0,Pass Fail
REG000974,STU00107,SEC00069,2024FA,2024-07-28,Registered,3.0,Pass Fail
REG000975,STU00107,SEC00285,2025FA,2025-07-29,Registered,3.0,Pass Fail
REG000976,STU00107,SEC00286,2025FA,2025-08-17,Registered,3.0,Letter
REG000977,STU00107,SEC00213,2025SU,2025-05-01,Registered,3.0,Pass Fail
REG000978,STU00107,SEC00214,2025SU,2025-04-12,Registered,3.0,Letter
REG000979,STU00107,SEC00141,2025WI,2024-12-16,Registered,3.0,Pass Fail
REG000980,STU00107,SEC00142,2025WI,2025-01-04,Registered,3.0,Audit
REG000981,STU00108,SEC00071,2024FA,2024-08-11,Registered,3.0,Audit
REG000982,STU00108,SEC00072,2024FA,2024-07-30,Registered,3.0,Letter
REG000983,STU00108,SEC00288,2025FA,2025-08-12,Registered,3.0,Pass Fail
REG000984,STU00108,SEC00287,2025FA,2025-08-14,Registered,3.0,Audit
REG000985,STU00108,SEC00216,2025SU,2025-05-04,Registered,3.0,Audit
REG000986,STU00108,SEC00215,2025SU,2025-04-26,Dropped,0.0,Letter
REG000987,STU00108,SEC00143,2025WI,2025-01-04,Registered,3.0,Audit
REG000988,STU00108,SEC00144,2025WI,2024-12-17,Registered,3.0,Pass Fail
REG000989,STU00108,SEC00431,2026SU,2026-04-15,Withdrawn,3.0,Pass Fail
REG000990,STU00108,SEC00432,2026SU,2026-04-15,Withdrawn,3.0,Letter
REG000991,STU00108,SEC00360,2026WI,2025-12-17,Withdrawn,3.0,Pass Fail
REG000992,STU00108,SEC00359,2026WI,2025-12-30,Registered,3.0,Pass Fail
REG000993,STU00109,SEC00001,2024FA,2024-08-05,Registered,3.0,Letter
REG000994,STU00109,SEC00002,2024FA,2024-08-14,Registered,3.0,Audit
REG000995,STU00109,SEC00218,2025FA,2025-08-11,Registered,3.0,Letter
REG000996,STU00109,SEC00217,2025FA,2025-08-10,Dropped,0.0,Letter
REG000997,STU00109,SEC00146,2025SU,2025-04-09,Registered,3.0,Audit
REG000998,STU00109,SEC00145,2025SU,2025-04-10,Registered,3.0,Letter
REG000999,STU00109,SEC00073,2025WI,2024-12-12,Registered,3.0,Audit
REG001000,STU00109,SEC00074,2025WI,2024-12-09,Registered,3.0,Pass Fail
REG001001,STU00109,SEC00361,2026SU,2026-04-09,Registered,3.0,Pass Fail
REG001002,STU00109,SEC00362,2026SU,2026-05-03,Registered,3.0,Pass Fail
REG001003,STU00109,SEC00290,2026WI,2025-12-17,Withdrawn,3.0,Audit
REG001004,STU00109,SEC00289,2026WI,2026-01-04,Registered,3.0,Letter
REG001005,STU00110,SEC00003,2024FA,2024-08-10,Registered,3.0,Letter
REG001006,STU00110,SEC00004,2024FA,2024-08-16,Registered,3.0,Audit
REG001007,STU00110,SEC00219,2025FA,2025-07-28,Registered,3.0,Audit
REG001008,STU00110,SEC00220,2025FA,2025-08-06,Registered,3.0,Audit
REG001009,STU00110,SEC00147,2025SU,2025-04-12,Registered,3.0,Letter
REG001010,STU00110,SEC00148,2025SU,2025-04-29,Registered,3.0,Audit
REG001011,STU00110,SEC00075,2025WI,2025-01-03,Registered,3.0,Pass Fail
REG001012,STU00110,SEC00076,2025WI,2024-12-24,Registered,3.0,Pass Fail
REG001013,STU00110,SEC00364,2026SU,2026-04-16,Registered,3.0,Pass Fail
